post_id,image_ID,comments_count,likes_count,followers,author_name,caption,date,year,month,day,category
shwetarohira_533824_3054690494728449355_16526_75,2023-03-09_13-11-45_UTC.jpg,75,16526,0,shwetarohira,"Where Love was Sinful - Chirasree Bose @chirasreebose_ 

Right from the title the book has me it’s like a spider web that entangled me and every page unravels a layer that surprised me or rather I would say shocked me. Kudos to the author who so well has crafted a story with so many characters and each one of them with different layers and back stories. It’s a book that has every ingredient required for a perfect drama thriller. It has love, friendships, relationships, politics, greed, jealousy, adulatory, lust and more. It took me a couple of sitting to read the book as after few chapters I felt like analysing the characters and their stories as to their reasoning for their particular sin. It’s a story about umpteenth sins but all for one reason love. But the catch here is love for different emotions. Deep right!!! Hence I would says it’s a story with a lot of depth. To give you a little snippet it’s a story of three main characters Shaaman, Maya and Aahil. As maya arrives in Delhi to meet her husband Shaaman family and for a celebration, mysterious deaths start taking place in the house and what should have been a celebration turns catastrophic. There is a story between maya and aahil too which is sinful. Now you may wonder who is Aahil but if I tell you anything more it would be a spoiler. I would recommend you to read and unravel the mystery yourself. I also have to when I read the last book penned by the author I was amazed at the nail biting suspense thriller as I couldn’t till the end guess what was in store for me but here again she has amazed me and broken her own record with another suspense thriller. It’s a book I would recommend all mystery lovers who would like to have an amazing thrilling time.",2023-03-0,2023,3,0,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_1.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_10.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_2.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_3.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_4.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_5.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_6.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_7.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_8.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
shwetarohira_533824_3067560929648188432_8946_85,2023-03-27_07-23-00_UTC_9.jpg,85,8946,0,shwetarohira,"Happy Theatres day to all ❤️ #thatsmygirl my debut theatre play which gave me memories that I will cherish all my life. If somebody will ask me what’s the best thing that ever happened to you hands down I would say this play 🙌 Thanks to @bharatdabholkar @ananthmahadevanofficial @mohanazaad @riicha.goel I had this experience of being on the stage and having the best debut one can ask for ❤️ well I can go on with the emotions I faced from happy to scary all of it but the insta says caption too long. Can share numerous photo but the #photodump also says #morethanenough so on the last note I can just say there moments these memories are much more than I can express 🥳🤩🤗
#worldtheatreday",2023-03-2,2023,3,2,Core Influencers
diipakhosla_1908495_3024270483029929897_16367_66,2023-01-26_13-52-37_UTC_1.jpg,66,16367,0,diipakhosla,"On Wednesdays we wear… 
💖🌸🎀

Yesterday my look for the @ramialaliofficial show 

Look @ramialaliofficial, gloves my own 
Photography @visualisation_ 
Makeup @charlottetilbury @laurievanbmua 
Hair @franckprovostparis @alexbhairstylist",2023-01-2,2023,1,2,Core Influencers
diipakhosla_1908495_3024270483029929897_16367_66,2023-01-26_13-52-37_UTC_2.jpg,66,16367,0,diipakhosla,"On Wednesdays we wear… 
💖🌸🎀

Yesterday my look for the @ramialaliofficial show 

Look @ramialaliofficial, gloves my own 
Photography @visualisation_ 
Makeup @charlottetilbury @laurievanbmua 
Hair @franckprovostparis @alexbhairstylist",2023-01-2,2023,1,2,Core Influencers
diipakhosla_1908495_3024270483029929897_16367_66,2023-01-26_13-52-37_UTC_3.jpg,66,16367,0,diipakhosla,"On Wednesdays we wear… 
💖🌸🎀

Yesterday my look for the @ramialaliofficial show 

Look @ramialaliofficial, gloves my own 
Photography @visualisation_ 
Makeup @charlottetilbury @laurievanbmua 
Hair @franckprovostparis @alexbhairstylist",2023-01-2,2023,1,2,Core Influencers
diipakhosla_1908495_3024270483029929897_16367_66,2023-01-26_13-52-37_UTC_4.jpg,66,16367,0,diipakhosla,"On Wednesdays we wear… 
💖🌸🎀

Yesterday my look for the @ramialaliofficial show 

Look @ramialaliofficial, gloves my own 
Photography @visualisation_ 
Makeup @charlottetilbury @laurievanbmua 
Hair @franckprovostparis @alexbhairstylist",2023-01-2,2023,1,2,Core Influencers
diipakhosla_1908495_3024270483029929897_16367_66,2023-01-26_13-52-37_UTC_5.jpg,66,16367,0,diipakhosla,"On Wednesdays we wear… 
💖🌸🎀

Yesterday my look for the @ramialaliofficial show 

Look @ramialaliofficial, gloves my own 
Photography @visualisation_ 
Makeup @charlottetilbury @laurievanbmua 
Hair @franckprovostparis @alexbhairstylist",2023-01-2,2023,1,2,Core Influencers
masoomminawala_1355818_3069874749957535401_4928_54,2023-03-30_12-00-09_UTC_1.jpg,54,4928,0,masoomminawala,"Versace baby!

Outfit: @versace @reliancebrandsltd 
Hair: @kimberlyychu 
Shot by: @dinesh_ahuja",2023-03-3,2023,3,3,Core Influencers
masoomminawala_1355818_3069874749957535401_4928_54,2023-03-30_12-00-09_UTC_2.jpg,54,4928,0,masoomminawala,"Versace baby!

Outfit: @versace @reliancebrandsltd 
Hair: @kimberlyychu 
Shot by: @dinesh_ahuja",2023-03-3,2023,3,3,Core Influencers
masoomminawala_1355818_3069874749957535401_4928_54,2023-03-30_12-00-09_UTC_3.jpg,54,4928,0,masoomminawala,"Versace baby!

Outfit: @versace @reliancebrandsltd 
Hair: @kimberlyychu 
Shot by: @dinesh_ahuja",2023-03-3,2023,3,3,Core Influencers
diipakhosla_1908495_3038758805160691174_6162_62,2023-02-15_13-38-20_UTC_1.jpg,62,6162,0,diipakhosla,"Love at first sniff 💕 @olegbuller and I've been on the hunt for the ultimate scent and finally found it in #BOSSTheScent Magnetic! Get ready to experience the power of attraction!
@boss #BeYourOwnBOSS @theperfumeshop",2023-02-1,2023,2,1,Core Influencers
diipakhosla_1908495_3038758805160691174_6162_62,2023-02-15_13-38-20_UTC_2.jpg,62,6162,0,diipakhosla,"Love at first sniff 💕 @olegbuller and I've been on the hunt for the ultimate scent and finally found it in #BOSSTheScent Magnetic! Get ready to experience the power of attraction!
@boss #BeYourOwnBOSS @theperfumeshop",2023-02-1,2023,2,1,Core Influencers
diipakhosla_1908495_3038758805160691174_6162_62,2023-02-15_13-38-20_UTC_3.jpg,62,6162,0,diipakhosla,"Love at first sniff 💕 @olegbuller and I've been on the hunt for the ultimate scent and finally found it in #BOSSTheScent Magnetic! Get ready to experience the power of attraction!
@boss #BeYourOwnBOSS @theperfumeshop",2023-02-1,2023,2,1,Core Influencers
yasminkarachiwala_1062568_3059783891875022417_1002_26,2023-03-16_13-51-25_UTC.jpg,26,1002,0,yasminkarachiwala,"We're thrilled to welcome Bollywood's Best Pilates Coach Yasmin Karachiwala to the QNT family!
 With her expertise and our premium nutrition, we're here to take your fitness game to the next level. 
Join the health bandwagon with Yasmin and QNT. Stay tuned!

#yasminkarachiwala #bollywoofitness #celebrityfitness #pilates #pilateslover #webuildchampions",2023-03-1,2023,3,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_1.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_10.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_2.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_3.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_4.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_5.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_6.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_7.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_8.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
diipakhosla_1908495_3017624535931540790_30993_55,2023-01-17_09-48-18_UTC_9.jpg,55,30993,0,diipakhosla,"10 random images of the past 10 years. 

With 2023, I welcome the new but there’s so much I’m grateful for staying the same. 

My desire to empower my community, to stay connected to my roots, to grow with my family and the individuals that help me achieve my wildest dreams, are all things I want to take with me. 

The changes that have entered my life over the past couple of years, like becoming a mother to the most beautiful vibrant daughter and launching inde wild as an act of honoring all that my mother has taught me, and all the opportunities and challenges I’ve embraced, remind me that the change that is yet to come will also be filled with beauty. 

I can’t wait for what 2023 has in store for all of us. 🫶🏽

(Photos in order of most recent to oldest. I was 21 in the last pic 🥹🤯)",2023-01-1,2023,1,1,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_1.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_2.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_3.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_4.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_5.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_6.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_7.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_8.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
taramilktea_1371196_3066180152082802597_11832_52,2023-03-25_09-39-39_UTC_9.jpg,52,11832,0,taramilktea,A complete Dior dream at the @diorbeauty 30 Montaigne Pop-Up Apartment. Make sure you check it out at The Rocks until Sunday! #DiorApartmentSydney ad,2023-03-2,2023,3,2,Core Influencers
masoomminawala_1355818_3056135290993638657_12960_94,2023-03-11_13-02-18_UTC_1.jpg,94,12960,0,masoomminawala,"If you need me, I'll be here, lost in the stacks 📚

Details:
Outfit: @sand.byshirin 
Necklace: @misho_designs 
Bag: @aspinaloflondon 
Shoes: @simmishoes 
Shot by @dinesh_ahuja",2023-03-1,2023,3,1,Core Influencers
masoomminawala_1355818_3056135290993638657_12960_94,2023-03-11_13-02-18_UTC_2.jpg,94,12960,0,masoomminawala,"If you need me, I'll be here, lost in the stacks 📚

Details:
Outfit: @sand.byshirin 
Necklace: @misho_designs 
Bag: @aspinaloflondon 
Shoes: @simmishoes 
Shot by @dinesh_ahuja",2023-03-1,2023,3,1,Core Influencers
masoomminawala_1355818_3056135290993638657_12960_94,2023-03-11_13-02-18_UTC_3.jpg,94,12960,0,masoomminawala,"If you need me, I'll be here, lost in the stacks 📚

Details:
Outfit: @sand.byshirin 
Necklace: @misho_designs 
Bag: @aspinaloflondon 
Shoes: @simmishoes 
Shot by @dinesh_ahuja",2023-03-1,2023,3,1,Core Influencers
masoomminawala_1355818_3046713215454867248_68621_277,2023-02-26_13-02-19_UTC.jpg,277,68621,0,masoomminawala,You aren’t ready for this one 🔥 @kareenakapoorkhan this was too much fun!!!!,2023-02-2,2023,2,2,Core Influencers
